-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|                                                                                                        GetFindings                                                                                                        |
+-------------+--------------------------------------------------------------------------------+---------+-------------------------------------------------------------------------------------------------+----------------+
| recordState |                                  resourcesId                                   | status  |                                              title                                              | workflowState  |
+-------------+--------------------------------------------------------------------------------+---------+-------------------------------------------------------------------------------------------------+----------------+
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-mo2rffwkkzxh   |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-mo2rffwkkzxh   |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-1civ74mlnft3u  |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-integra-ofrfwspipelineintegratio-guwwvr1uvhne   |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-ryhcgki5vfgk   |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-74wxmzabquco   |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-thxr8sosqjfc   |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-1kwbenk3e90ql  |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-1nwak9c0mu78j  |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-13s7p7p885k1q  |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-ozipxay74kty   |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-wjngfhpsxu5b   |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-7q9tjwnpfrb8   |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-8vvo67ufus8h   |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-6k9c0u3dbk1c   |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-1e47klumhe9wx  |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-ryhcgki5vfgk   |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-1kwbenk3e90ql  |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-integra-ofrfwspipelineintegratio-guwwvr1uvhne   |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-ozipxay74kty   |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-8vvo67ufus8h   |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-thxr8sosqjfc   |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-wjngfhpsxu5b   |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-74wxmzabquco   |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-13s7p7p885k1q  |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-1e47klumhe9wx  |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-7q9tjwnpfrb8   |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-1civ74mlnft3u  |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-6k9c0u3dbk1c   |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-1nwak9c0mu78j  |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-fcrk04audavi   |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-1pvs2h4v9l3au  |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-inte-ofrfwsapplicationintegra-r48iu7e5ch2c   |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-v1xoew3h0kg5   |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-1alo1w4qxuqve  |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fwa-pipeline-integra-ofrfwapipelineintegratio-4qtfo7zakqbk   |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fwa-application-of-5-ofrfwaapplicationof5912f-14cp275l2yl29  |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-1qdoregi662ap  |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-1ser2ovc53hz8  |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-integration                                  |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-x85421czvxdm   |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fwa-application-integration                                  |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-1lxk1ee5f643x  |  NEW    |  2.1.2 Ensure S3 Bucket Policy is set to deny HTTP requests                                     |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fwa-application-integration                                  |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-v1xoew3h0kg5   |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fwa-application-of-5-ofrfwaapplicationof5912f-14cp275l2yl29  |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-fcrk04audavi   |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-1qdoregi662ap  |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-1lxk1ee5f643x  |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-1pvs2h4v9l3au  |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-x85421czvxdm   |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-1ser2ovc53hz8  |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-1alo1w4qxuqve  |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-inte-ofrfwsapplicationintegra-r48iu7e5ch2c   |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fwa-pipeline-integra-ofrfwapipelineintegratio-4qtfo7zakqbk   |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-integration                                  |  NEW    |  S3.5 S3 general purpose buckets should require requests to use SSL                             |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-1civ74mlnft3u  |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pr-1435-ofrfwspipelinepr1435pipe-143a8lbdokg3t  |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-1azau95assn7z  |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-9xd6gju2db31   |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-pni677s2ebd7   |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-18p3ouw2y75c6  |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-uwwp29z056x1   |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-v1xoew3h0kg5   |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-1alo1w4qxuqve  |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-cletgr21o7o4   |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-bh6or4gg9ekh   |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-8vvo67ufus8h   |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-fcrk04audavi   |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-wjngfhpsxu5b   |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-16pn1p7zxloju  |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-7q9tjwnpfrb8   |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-1rxflj8zik7ef  |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-integra-ofrfwspipelineintegratio-guwwvr1uvhne   |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pr-1430-ofrfwspipelinepr1430pipe-1e0c0e9ndlce2  |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-9uew42s14ytn   |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-1akgkomk9jixv  |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-180v9d3qmvpzd  |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-1e47klumhe9wx  |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-ec2gl0of9dvx   |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-74wxmzabquco   |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-pipeline-pull-re-ofrfwspipelinepullreques-6k9c0u3dbk1c   |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-1nu8f54gdv1dz  |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-admin-pipeline-integ-ofradminpipelineintegrat-1rhqi6xxrgksr  |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-inte-ofrfwsapplicationintegra-r48iu7e5ch2c   |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pr-1811                                      |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fws-application-pull-ofrfwsapplicationpullreq-105sf3f7fm93a  |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
|  ACTIVE     |  arn:aws:s3:::ofr-fwa-pipeline-of-5912-ofrfwapipelineof5912pipe-1n9w70v4mfqzr  |  NEW    |  S3.13 S3 general purpose buckets should have Lifecycle configurations                          |  NEW           |
